Area Code,Area,Item Code,Item,Element Code,Element,cat,Unit,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019
66,Fiji,2520,"Cereals, Other",645,Food supply quantity (kg/capita/yr),,kg,0.5,0.92,0.64,0.79,0.65,0.28,0.54,0.4,1.07,0.66
66,Fiji,2520,"Cereals, Other",664,Food supply (kcal/capita/day),,kcal/capita/day,5,9,6,8,6,3,5,4,11,7
66,Fiji,2520,"Cereals, Other",674,Protein supply quantity (g/capita/day),,g/capita/day,0.14,0.25,0.17,0.22,0.18,0.08,0.15,0.11,0.29,0.18
66,Fiji,2520,"Cereals, Other",684,Fat supply quantity (g/capita/day),,g/capita/day,0.02,0.03,0.02,0.03,0.02,0.01,0.02,0.01,0.03,0.02
66,Fiji,2907,Starchy Roots,5511,Production,,1000 tonnes,126,154,113,178,159,153,117,128,138,144
66,Fiji,2907,Starchy Roots,5611,Import Quantity,,1000 tonnes,22,24,24,25,26,24,28,26,28,28
66,Fiji,2907,Starchy Roots,5072,Stock Variation,,1000 tonnes,-16,-10,-13,8,-9,-5,-4,-1,2,3
66,Fiji,2907,Starchy Roots,5911,Export Quantity,,1000 tonnes,23,25,19,16,19,15,8,10,10,11
66,Fiji,2907,Starchy Roots,5301,Domestic supply quantity,,1000 tonnes,140,162,132,179,175,167,141,145,153,157
66,Fiji,2907,Starchy Roots,5521,Feed,,1000 tonnes,2,8,2,11,12,3,5,2,3,3
66,Fiji,2907,Starchy Roots,5527,Seed,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
66,Fiji,2907,Starchy Roots,5123,Losses,,1000 tonnes,3,4,5,5,4,3,3,3,4,4
66,Fiji,2907,Starchy Roots,5131,Processing,,1000 tonnes,,,,,,,,,,
66,Fiji,2907,Starchy Roots,5154,Other uses (non-food),,1000 tonnes,,0,,,0,2,1,1,1,0
66,Fiji,2907,Starchy Roots,5171,Tourist consumption,,1000 tonnes,13,20,9,26,50,23,23,25,25,26
66,Fiji,2907,Starchy Roots,5170,Residuals,,1000 tonnes,0,0,0,0,0,0,0,-4,-6,0
66,Fiji,2907,Starchy Roots,5142,Food,,1000 tonnes,121,130,115,137,110,136,109,119,126,124
66,Fiji,2907,Starchy Roots,645,Food supply quantity (kg/capita/yr),,kg,140.73,150.06,132.48,158.54,126.49,156.02,125.52,135.48,142.85,138.89
66,Fiji,2907,Starchy Roots,664,Food supply (kcal/capita/day),,kcal/capita/day,317,337,297,353,285,351,281,304,322,314
66,Fiji,2907,Starchy Roots,674,Protein supply quantity (g/capita/day),,g/capita/day,5.7,5.92,5.61,6.2,4.58,5.92,4.62,4.97,5.26,5.04
66,Fiji,2907,Starchy Roots,684,Fat supply quantity (g/capita/day),,g/capita/day,0.95,1.01,0.89,1.06,0.78,1.04,0.79,0.86,0.92,0.9
66,Fiji,2532,Cassava and products,5511,Production,,1000 tonnes,52,70,36,74,78,75,64,68,72,76
66,Fiji,2532,Cassava and products,5611,Import Quantity,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
66,Fiji,2532,Cassava and products,5072,Stock Variation,,1000 tonnes,,,,,,,,,,
66,Fiji,2532,Cassava and products,5911,Export Quantity,,1000 tonnes,12,12,10,7,10,9,4,3,4,6
66,Fiji,2532,Cassava and products,5301,Domestic supply quantity,,1000 tonnes,40,58,26,68,68,66,60,65,68,71
66,Fiji,2532,Cassava and products,5521,Feed,,1000 tonnes,2,6,1,7,8,2,2,2,2,2
66,Fiji,2532,Cassava and products,5527,Seed,,1000 tonnes,,,,,,,,,,
66,Fiji,2532,Cassava and products,5123,Losses,,1000 tonnes,1,1,1,1,2,1,1,1,1,2
66,Fiji,2532,Cassava and products,5131,Processing,,1000 tonnes,,,,,,,,,,
66,Fiji,2532,Cassava and products,5154,Other uses (non-food),,1000 tonnes,,,,,0,0,0,0,0,0
66,Fiji,2532,Cassava and products,5171,Tourist consumption,,1000 tonnes,11,18,7,23,22,22,21,23,23,24
66,Fiji,2532,Cassava and products,5170,Residuals,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
66,Fiji,2532,Cassava and products,5142,Food,,1000 tonnes,26,33,18,36,37,41,36,39,41,43
66,Fiji,2532,Cassava and products,645,Food supply quantity (kg/capita/yr),,kg,30.47,37.92,20.49,42,42.75,47.07,41.16,44.41,46.94,48.06
66,Fiji,2532,Cassava and products,664,Food supply (kcal/capita/day),,kcal/capita/day,77,93,53,100,102,114,97,106,113,115
66,Fiji,2532,Cassava and products,674,Protein supply quantity (g/capita/day),,g/capita/day,0.56,0.68,0.38,0.75,0.77,0.85,0.74,0.8,0.84,0.87
66,Fiji,2532,Cassava and products,684,Fat supply quantity (g/capita/day),,g/capita/day,0.22,0.26,0.15,0.28,0.29,0.33,0.28,0.3,0.32,0.33
66,Fiji,2531,Potatoes and products,5511,Production,,1000 tonnes,0,1,1,0,0,0,0,0,0,0
66,Fiji,2531,Potatoes and products,5611,Import Quantity,,1000 tonnes,21,23,24,25,25,24,28,26,27,27
66,Fiji,2531,Potatoes and products,5072,Stock Variation,,1000 tonnes,0,-1,1,-2,-4,1,1,2,3,2
66,Fiji,2531,Potatoes and products,5911,Export Quantity,,1000 tonnes,0,1,0,0,0,0,0,0,0,0
66,Fiji,2531,Potatoes and products,5301,Domestic supply quantity,,1000 tonnes,22,24,24,27,30,23,27,24,24,25
66,Fiji,2531,Potatoes and products,5521,Feed,,1000 tonnes,0,2,1,3,4,0,3,0,1,1
66,Fiji,2531,Potatoes and products,5527,Seed,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
66,Fiji,2531,Potatoes and products,5123,Losses,,1000 tonnes,1,1,1,1,1,0,0,0,1,1
66,Fiji,2531,Potatoes and products,5131,Processing,,1000 tonnes,,,,,,,,,,
66,Fiji,2531,Potatoes and products,5154,Other uses (non-food),,1000 tonnes,,,,,,,,,,
66,Fiji,2531,Potatoes and products,5171,Tourist consumption,,1000 tonnes,0,0,0,0,1,1,1,1,1,1
66,Fiji,2531,Potatoes and products,5170,Residuals,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
66,Fiji,2531,Potatoes and products,5142,Food,,1000 tonnes,20,21,21,22,24,22,23,23,22,23
66,Fiji,2531,Potatoes and products,645,Food supply quantity (kg/capita/yr),,kg,23.73,24.28,24.76,25.34,28.25,25.43,26.79,26.66,25.37,25.34
66,Fiji,2531,Potatoes and products,664,Food supply (kcal/capita/day),,kcal/capita/day,47,48,50,51,56,51,54,53,51,51
66,Fiji,2531,Potatoes and products,674,Protein supply quantity (g/capita/day),,g/capita/day,1.1,1.13,1.16,1.18,1.32,1.18,1.25,1.24,1.18,1.18
66,Fiji,2531,Potatoes and products,684,Fat supply quantity (g/capita/day),,g/capita/day,0.06,0.06,0.06,0.06,0.07,0.06,0.07,0.07,0.06,0.06
66,Fiji,2533,Sweet potatoes,5511,Production,,1000 tonnes,7,7,8,9,9,8,8,8,9,9
66,Fiji,2533,Sweet potatoes,5611,Import Quantity,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
66,Fiji,2533,Sweet potatoes,5072,Stock Variation,,1000 tonnes,-1,-1,0,0,-1,0,0,0,0,0
66,Fiji,2533,Sweet potatoes,5911,Export Quantity,,1000 tonnes,0,0,0,0,0,0,,0,0,0
66,Fiji,2533,Sweet potatoes,5301,Domestic supply quantity,,1000 tonnes,8,8,8,9,9,9,8,9,9,9
66,Fiji,2533,Sweet potatoes,5521,Feed,,1000 tonnes,0,0,0,1,0,0,0,0,0,0
66,Fiji,2533,Sweet potatoes,5527,Seed,,1000 tonnes,,,,,,,,,,
66,Fiji,2533,Sweet potatoes,5123,Losses,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
66,Fiji,2533,Sweet potatoes,5131,Processing,,1000 tonnes,,,,,,,,,,
66,Fiji,2533,Sweet potatoes,5154,Other uses (non-food),,1000 tonnes,,,,,,,,,,
66,Fiji,2533,Sweet potatoes,5171,Tourist consumption,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
66,Fiji,2533,Sweet potatoes,5170,Residuals,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
66,Fiji,2533,Sweet potatoes,5142,Food,,1000 tonnes,7,8,8,8,9,8,7,8,8,8
66,Fiji,2533,Sweet potatoes,645,Food supply quantity (kg/capita/yr),,kg,8.69,8.76,8.78,8.9,10.24,9.14,8.42,9.11,9.19,9.15
66,Fiji,2533,Sweet potatoes,664,Food supply (kcal/capita/day),,kcal/capita/day,23,24,24,24,27,25,23,24,25,25
66,Fiji,2533,Sweet potatoes,674,Protein supply quantity (g/capita/day),,g/capita/day,0.24,0.24,0.24,0.24,0.28,0.25,0.23,0.25,0.25,0.25
66,Fiji,2533,Sweet potatoes,684,Fat supply quantity (g/capita/day),,g/capita/day,0.07,0.07,0.07,0.07,0.09,0.08,0.07,0.07,0.07,0.07
66,Fiji,2535,Yams,5511,Production,,1000 tonnes,2,6,5,5,5,5,4,4,4,3
66,Fiji,2535,Yams,5611,Import Quantity,,1000 tonnes,0,0,0,0,,,,0,0,0
66,Fiji,2535,Yams,5072,Stock Variation,,1000 tonnes,-3,1,0,0,0,0,0,0,0,0
66,Fiji,2535,Yams,5911,Export Quantity,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
66,Fiji,2535,Yams,5301,Domestic supply quantity,,1000 tonnes,5,5,5,5,6,5,4,5,5,4
66,Fiji,2535,Yams,5521,Feed,,1000 tonnes,,,,,,,,,,
66,Fiji,2535,Yams,5527,Seed,,1000 tonnes,,,,,,,,,0,0
66,Fiji,2535,Yams,5123,Losses,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
66,Fiji,2535,Yams,5131,Processing,,1000 tonnes,,,,,,,,,,
66,Fiji,2535,Yams,5154,Other uses (non-food),,1000 tonnes,,,,,,,,,,
66,Fiji,2535,Yams,5171,Tourist consumption,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
66,Fiji,2535,Yams,5170,Residuals,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
66,Fiji,2535,Yams,5142,Food,,1000 tonnes,5,5,5,5,5,5,3,4,4,3
66,Fiji,2535,Yams,645,Food supply quantity (kg/capita/yr),,kg,5.26,5.7,5.71,5.76,6.33,5.86,3.95,4.95,4.94,3.79
66,Fiji,2535,Yams,664,Food supply (kcal/capita/day),,kcal/capita/day,13,15,15,15,16,15,10,13,13,10
66,Fiji,2535,Yams,674,Protein supply quantity (g/capita/day),,g/capita/day,0.25,0.27,0.27,0.27,0.29,0.27,0.19,0.23,0.23,0.18
66,Fiji,2535,Yams,684,Fat supply quantity (g/capita/day),,g/capita/day,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01
66,Fiji,2534,"Roots, Other",5511,Production,,1000 tonnes,64,70,63,90,67,64,42,46,53,55
66,Fiji,2534,"Roots, Other",5611,Import Quantity,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
66,Fiji,2534,"Roots, Other",5072,Stock Variation,,1000 tonnes,-12,-9,-14,10,-4,-5,-4,-3,0,1
66,Fiji,2534,"Roots, Other",5911,Export Quantity,,1000 tonnes,11,13,9,9,9,6,4,6,6,5
66,Fiji,2534,"Roots, Other",5301,Domestic supply quantity,,1000 tonnes,65,67,68,70,62,64,42,43,47,49
66,Fiji,2534,"Roots, Other",5521,Feed,,1000 tonnes,,,,,,,,,,
66,Fiji,2534,"Roots, Other",5527,Seed,,1000 tonnes,,,,,,,,,,
66,Fiji,2534,"Roots, Other",5123,Losses,,1000 tonnes,1,1,3,2,1,1,1,1,1,1
66,Fiji,2534,"Roots, Other",5131,Processing,,1000 tonnes,,,,,,,,,,
66,Fiji,2534,"Roots, Other",5154,Other uses (non-food),,1000 tonnes,,0,,,0,2,1,1,1,0
66,Fiji,2534,"Roots, Other",5171,Tourist consumption,,1000 tonnes,2,2,2,2,27,1,1,1,1,1
66,Fiji,2534,"Roots, Other",5170,Residuals,,1000 tonnes,0,0,0,0,0,0,0,-4,-6,0
66,Fiji,2534,"Roots, Other",5142,Food,,1000 tonnes,62,63,63,66,34,60,39,44,50,47
66,Fiji,2534,"Roots, Other",645,Food supply quantity (kg/capita/yr),,kg,72.58,73.41,72.74,76.55,38.91,68.51,45.21,50.35,56.41,52.56
66,Fiji,2534,"Roots, Other",664,Food supply (kcal/capita/day),,kcal/capita/day,156,158,156,164,83,147,98,109,121,113
66,Fiji,2534,"Roots, Other",674,Protein supply quantity (g/capita/day),,g/capita/day,3.56,3.6,3.57,3.76,1.92,3.36,2.21,2.46,2.76,2.57
66,Fiji,2534,"Roots, Other",684,Fat supply quantity (g/capita/day),,g/capita/day,0.59,0.59,0.59,0.62,0.32,0.56,0.36,0.4,0.45,0.42
66,Fiji,2908,Sugar Crops,5511,Production,,1000 tonnes,1751,2115,1546,1610,1832,1688,1581,1472,1383,1515
66,Fiji,2908,Sugar Crops,5611,Import Quantity,,1000 tonnes,0,0,0,0,,,,,0,
66,Fiji,2908,Sugar Crops,5072,Stock Variation,,1000 tonnes,,,,,0,0,0,0,,
66,Fiji,2908,Sugar Crops,5911,Export Quantity,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
66,Fiji,2908,Sugar Crops,5301,Domestic supply quantity,,1000 tonnes,1751,2115,1546,1610,1832,1688,1581,1472,1383,1515
66,Fiji,2908,Sugar Crops,5521,Feed,,1000 tonnes,0,0,0,0,8,11,46,115,1,179
66,Fiji,2908,Sugar Crops,5527,Seed,,1000 tonnes,,,,,,,,,,
66,Fiji,2908,Sugar Crops,5123,Losses,,1000 tonnes,94,114,83,87,99,91,85,79,74,81
66,Fiji,2908,Sugar Crops,5131,Processing,,1000 tonnes,1751,2115,1545,1610,1725,1586,1449,1278,1308,1254
66,Fiji,2908,Sugar Crops,5154,Other uses (non-food),,1000 tonnes,,,,,,,,,,
66,Fiji,2908,Sugar Crops,5171,Tourist consumption,,1000 tonnes,,,,,,,,,,
66,Fiji,2908,Sugar Crops,5170,Residuals,,1000 tonnes,-94,-113,-82,-87,0,0,0,0,0,0
66,Fiji,2908,Sugar Crops,5142,Food,,1000 tonnes,,,,,,,,,,
66,Fiji,2536,Sugar cane,5511,Production,,1000 tonnes,1751,2115,1546,1610,1832,1688,1581,1472,1383,1515
66,Fiji,2536,Sugar cane,5611,Import Quantity,,1000 tonnes,,,,,,,,,0,
66,Fiji,2536,Sugar cane,5072,Stock Variation,,1000 tonnes,,,,,,,,,,
66,Fiji,2536,Sugar cane,5911,Export Quantity,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
66,Fiji,2536,Sugar cane,5301,Domestic supply quantity,,1000 tonnes,1751,2115,1546,1610,1832,1688,1581,1472,1383,1515
66,Fiji,2536,Sugar cane,5521,Feed,,1000 tonnes,0,0,0,0,8,11,46,115,1,179
66,Fiji,2536,Sugar cane,5527,Seed,,1000 tonnes,,,,,,,,,,
66,Fiji,2536,Sugar cane,5123,Losses,,1000 tonnes,94,114,83,87,99,91,85,79,74,81
66,Fiji,2536,Sugar cane,5131,Processing,,1000 tonnes,1751,2115,1545,1610,1725,1586,1449,1278,1308,1254
66,Fiji,2536,Sugar cane,5154,Other uses (non-food),,1000 tonnes,,,,,,,,,,
66,Fiji,2536,Sugar cane,5171,Tourist consumption,,1000 tonnes,,,,,,,,,,
66,Fiji,2536,Sugar cane,5170,Residuals,,1000 tonnes,-94,-113,-82,-87,0,0,0,0,0,0
66,Fiji,2536,Sugar cane,5142,Food,,1000 tonnes,,,,,,,,,,
66,Fiji,2537,Sugar beet,5511,Production,,1000 tonnes,,,,,,,,,,
66,Fiji,2537,Sugar beet,5611,Import Quantity,,1000 tonnes,0,0,0,0,,,,,,
66,Fiji,2537,Sugar beet,5072,Stock Variation,,1000 tonnes,,,,,0,0,0,0,,
66,Fiji,2537,Sugar beet,5911,Export Quantity,,1000 tonnes,0,0,0,0,0,,,,,
66,Fiji,2537,Sugar beet,5301,Domestic supply quantity,,1000 tonnes,0,0,0,0,0,0,0,0,0,
66,Fiji,2537,Sugar beet,5521,Feed,,1000 tonnes,,,,,,,,,,
66,Fiji,2537,Sugar beet,5527,Seed,,1000 tonnes,,,,,,,,,,
66,Fiji,2537,Sugar beet,5123,Losses,,1000 tonnes,,,,,,,,,,
66,Fiji,2537,Sugar beet,5131,Processing,,1000 tonnes,,,,,,,,,,
66,Fiji,2537,Sugar beet,5154,Other uses (non-food),,1000 tonnes,,,,,,,,,,
66,Fiji,2537,Sugar beet,5171,Tourist consumption,,1000 tonnes,,,,,,,,,,
66,Fiji,2537,Sugar beet,5170,Residuals,,1000 tonnes,0,0,0,0,0,0,0,0,,
66,Fiji,2537,Sugar beet,5142,Food,,1000 tonnes,,,,,,,,,,
66,Fiji,2909,Sugar & Sweeteners,5511,Production,,1000 tonnes,328,319,342,415,495,443,456,419,502,436
66,Fiji,2909,Sugar & Sweeteners,5611,Import Quantity,,1000 tonnes,14,19,18,30,13,7,11,14,17,14
66,Fiji,2909,Sugar & Sweeteners,5072,Stock Variation,,1000 tonnes,-9,-15,-29,103,-3,-4,33,6,165,1
66,Fiji,2909,Sugar & Sweeteners,5911,Export Quantity,,1000 tonnes,100,126,141,96,241,178,148,130,107,177
66,Fiji,2909,Sugar & Sweeteners,5301,Domestic supply quantity,,1000 tonnes,251,227,248,247,270,276,287,297,246,273
66,Fiji,2909,Sugar & Sweeteners,5521,Feed,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
66,Fiji,2909,Sugar & Sweeteners,5527,Seed,,1000 tonnes,,,,,,,,,,
66,Fiji,2909,Sugar & Sweeteners,5123,Losses,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
66,Fiji,2909,Sugar & Sweeteners,5131,Processing,,1000 tonnes,28,26,28,27,35,33,38,36,50,39
66,Fiji,2909,Sugar & Sweeteners,5154,Other uses (non-food),,1000 tonnes,,,,,0,0,0,0,0,0
66,Fiji,2909,Sugar & Sweeteners,5171,Tourist consumption,,1000 tonnes,109,86,104,103,125,113,129,123,93,112
66,Fiji,2909,Sugar & Sweeteners,5170,Residuals,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
66,Fiji,2909,Sugar & Sweeteners,5142,Food,,1000 tonnes,114,115,116,117,110,130,120,139,102,121
66,Fiji,2909,Sugar & Sweeteners,645,Food supply quantity (kg/capita/yr),,kg,132.65,133.5,133.89,135.07,127.24,149.03,137.33,158.28,115.91,136.45
66,Fiji,2909,Sugar & Sweeteners,664,Food supply (kcal/capita/day),,kcal/capita/day,343,344,345,343,335,355,342,366,326,350
66,Fiji,2909,Sugar & Sweeteners,674,Protein supply quantity (g/capita/day),,g/capita/day,0,0,0,0,0,0,0,0,0,0
66,Fiji,2909,Sugar & Sweeteners,684,Fat supply quantity (g/capita/day),,g/capita/day,0,0,0,0,0,0,0,0,0,0
66,Fiji,2542,Sugar (Raw Equivalent),5511,Production,,1000 tonnes,135,166,157,232,264,222,203,179,165,176
66,Fiji,2542,Sugar (Raw Equivalent),5611,Import Quantity,,1000 tonnes,13,18,17,29,12,6,8,12,10,11
66,Fiji,2542,Sugar (Raw Equivalent),5072,Stock Variation,,1000 tonnes,1,14,-13,121,-22,-4,7,5,15,-39
66,Fiji,2542,Sugar (Raw Equivalent),5911,Export Quantity,,1000 tonnes,97,123,138,92,240,176,142,126,85,163
66,Fiji,2542,Sugar (Raw Equivalent),5301,Domestic supply quantity,,1000 tonnes,50,47,50,48,58,56,61,59,76,63
66,Fiji,2542,Sugar (Raw Equivalent),5521,Feed,,1000 tonnes,,,,,,,,,,
66,Fiji,2542,Sugar (Raw Equivalent),5527,Seed,,1000 tonnes,,,,,,,,,,
66,Fiji,2542,Sugar (Raw Equivalent),5123,Losses,,1000 tonnes,,,,,,,,,,
66,Fiji,2542,Sugar (Raw Equivalent),5131,Processing,,1000 tonnes,28,26,28,27,35,33,38,36,50,39
66,Fiji,2542,Sugar (Raw Equivalent),5154,Other uses (non-food),,1000 tonnes,,,,,0,0,0,0,0,0
66,Fiji,2542,Sugar (Raw Equivalent),5171,Tourist consumption,,1000 tonnes,2,2,2,1,4,3,4,4,5,4
66,Fiji,2542,Sugar (Raw Equivalent),5170,Residuals,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
66,Fiji,2542,Sugar (Raw Equivalent),5142,Food,,1000 tonnes,20,20,20,19,19,19,19,20,20,20
66,Fiji,2542,Sugar (Raw Equivalent),645,Food supply quantity (kg/capita/yr),,kg,22.71,22.67,22.63,22.52,22.37,22.27,22.29,22.24,22.56,22.59
66,Fiji,2542,Sugar (Raw Equivalent),664,Food supply (kcal/capita/day),,kcal/capita/day,220,220,220,219,217,216,216,216,219,219
66,Fiji,2542,Sugar (Raw Equivalent),674,Protein supply quantity (g/capita/day),,g/capita/day,0,0,0,0,0,0,0,0,0,0
66,Fiji,2542,Sugar (Raw Equivalent),684,Fat supply quantity (g/capita/day),,g/capita/day,0,0,0,0,0,0,0,0,0,0
66,Fiji,2543,"Sweeteners, Other",5511,Production,,1000 tonnes,193,153,185,183,231,221,253,240,336,260
66,Fiji,2543,"Sweeteners, Other",5611,Import Quantity,,1000 tonnes,1,1,1,1,1,1,2,2,7,2
66,Fiji,2543,"Sweeteners, Other",5072,Stock Variation,,1000 tonnes,-10,-29,-16,-18,19,0,25,0,150,40
66,Fiji,2543,"Sweeteners, Other",5911,Export Quantity,,1000 tonnes,3,3,3,3,1,2,5,3,22,13
66,Fiji,2543,"Sweeteners, Other",5301,Domestic supply quantity,,1000 tonnes,201,180,198,199,212,220,225,238,170,209
66,Fiji,2543,"Sweeteners, Other",5521,Feed,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
66,Fiji,2543,"Sweeteners, Other",5527,Seed,,1000 tonnes,,,,,,,,,,
66,Fiji,2543,"Sweeteners, Other",5123,Losses,,1000 tonnes,,,,,,,,,,
66,Fiji,2543,"Sweeteners, Other",5131,Processing,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
66,Fiji,2543,"Sweeteners, Other",5154,Other uses (non-food),,1000 tonnes,,,,,0,0,0,0,0,0
66,Fiji,2543,"Sweeteners, Other",5171,Tourist consumption,,1000 tonnes,107,84,102,101,122,110,125,119,88,108
66,Fiji,2543,"Sweeteners, Other",5170,Residuals,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
66,Fiji,2543,"Sweeteners, Other",5142,Food,,1000 tonnes,94,95,96,97,90,110,100,119,82,101
66,Fiji,2543,"Sweeteners, Other",645,Food supply quantity (kg/capita/yr),,kg,109.68,110.56,110.99,112.28,104.41,126.55,114.86,135.81,93.05,113.59
66,Fiji,2543,"Sweeteners, Other",664,Food supply (kcal/capita/day),,kcal/capita/day,120,122,123,123,114,137,124,148,104,128
66,Fiji,2543,"Sweeteners, Other",674,Protein supply quantity (g/capita/day),,g/capita/day,0,0,0,0,0,0,0,0,0,0
66,Fiji,2543,"Sweeteners, Other",684,Fat supply quantity (g/capita/day),,g/capita/day,0,0,0,0,0,0,0,0,0,0
66,Fiji,2745,Honey,5511,Production,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
66,Fiji,2745,Honey,5611,Import Quantity,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
66,Fiji,2745,Honey,5072,Stock Variation,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
66,Fiji,2745,Honey,5911,Export Quantity,,1000 tonnes,0,0,0,0,0,0,0,,,0
66,Fiji,2745,Honey,5301,Domestic supply quantity,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
66,Fiji,2745,Honey,5521,Feed,,1000 tonnes,,,,,,,,,,
66,Fiji,2745,Honey,5527,Seed,,1000 tonnes,,,,,,,,,,
66,Fiji,2745,Honey,5123,Losses,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
66,Fiji,2745,Honey,5131,Processing,,1000 tonnes,,,,,,,,,,
66,Fiji,2745,Honey,5154,Other uses (non-food),,1000 tonnes,,,,,,,,,,
66,Fiji,2745,Honey,5171,Tourist consumption,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
66,Fiji,2745,Honey,5170,Residuals,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
66,Fiji,2745,Honey,5142,Food,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
66,Fiji,2745,Honey,645,Food supply quantity (kg/capita/yr),,kg,0.27,0.27,0.27,0.27,0.46,0.21,0.18,0.23,0.3,0.27
66,Fiji,2745,Honey,664,Food supply (kcal/capita/day),,kcal/capita/day,2,2,2,2,4,2,1,2,2,2
66,Fiji,2745,Honey,674,Protein supply quantity (g/capita/day),,g/capita/day,0,0,0,0,0,0,0,0,0,0
66,Fiji,2745,Honey,684,Fat supply quantity (g/capita/day),,g/capita/day,0,0,0,0,0,0,0,0,0,0
66,Fiji,2911,Pulses,5511,Production,,1000 tonnes,2,3,1,3,4,3,2,2,2,2
66,Fiji,2911,Pulses,5611,Import Quantity,,1000 tonnes,7,8,8,11,6,3,6,4,4,9
66,Fiji,2911,Pulses,5072,Stock Variation,,1000 tonnes,-2,0,-1,3,1,-3,0,1,-2,1
66,Fiji,2911,Pulses,5911,Export Quantity,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
66,Fiji,2911,Pulses,5301,Domestic supply quantity,,1000 tonnes,10,11,10,11,8,9,7,4,8,10
66,Fiji,2911,Pulses,5521,Feed,,1000 tonnes,,,,,,,,,3,2
66,Fiji,2911,Pulses,5527,Seed,,1000 tonnes,0,0,0,0,1,0,0,0,0,0
66,Fiji,2911,Pulses,5123,Losses,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
66,Fiji,2911,Pulses,5131,Processing,,1000 tonnes,,,,,,,,,,
66,Fiji,2911,Pulses,5154,Other uses (non-food),,1000 tonnes,,,,,,,,,,
66,Fiji,2911,Pulses,5171,Tourist consumption,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
66,Fiji,2911,Pulses,5170,Residuals,,1000 tonnes,0,0,0,0,-3,-2,-3,-6,0,0
66,Fiji,2911,Pulses,5142,Food,,1000 tonnes,10,10,9,10,10,11,10,10,4,7
66,Fiji,2911,Pulses,645,Food supply quantity (kg/capita/yr),,kg,11.45,11.55,10.66,11.91,11.71,12.49,10.95,11.12,4.78,8.12
66,Fiji,2911,Pulses,664,Food supply (kcal/capita/day),,kcal/capita/day,108,109,101,112,111,118,104,105,45,77
66,Fiji,2911,Pulses,674,Protein supply quantity (g/capita/day),,g/capita/day,7.02,7.07,6.54,7.29,7.17,7.64,6.72,6.82,2.92,4.98
66,Fiji,2911,Pulses,684,Fat supply quantity (g/capita/day),,g/capita/day,0.58,0.59,0.54,0.61,0.6,0.64,0.56,0.57,0.25,0.41
66,Fiji,2546,Beans,5511,Production,,1000 tonnes,,,,,,,,,,
66,Fiji,2546,Beans,5611,Import Quantity,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
66,Fiji,2546,Beans,5072,Stock Variation,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
66,Fiji,2546,Beans,5911,Export Quantity,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
66,Fiji,2546,Beans,5301,Domestic supply quantity,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
66,Fiji,2546,Beans,5521,Feed,,1000 tonnes,,,,,,,,,,
66,Fiji,2546,Beans,5527,Seed,,1000 tonnes,,,,,,,,,,
66,Fiji,2546,Beans,5123,Losses,,1000 tonnes,,,,,,,,,,
66,Fiji,2546,Beans,5131,Processing,,1000 tonnes,,,,,,,,,,
66,Fiji,2546,Beans,5154,Other uses (non-food),,1000 tonnes,,,,,,,,,,
66,Fiji,2546,Beans,5171,Tourist consumption,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
66,Fiji,2546,Beans,5170,Residuals,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
